"inst","eid","pid","pmid","uptake","proj","exper","exper2","institute","country","submitter","file","first.row.in.file.int","last.row.in.file.int","row.in.file.plot","pub.id","pub.info","lat","long","topo","field","plot","plot.area","treat","rep","rep2","n.ints","t.start.p","t.end.p","dt1","dt.min","dt.max","ct.min","ct.max","meas.tech","meas.tech2","meas.tech.orig","meas.tech.det","j.NH31","j.rel1","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","clay","silt","sand","oc","soil.type","soil.type2","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","air.temp.z","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","soil.temp.z","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.z","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","wind.loc","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.tot","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","far.loc","man.source","man.source.orig","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.trt3","man.stor","man.dm","man.vs","man.tkn","man.tan","man.vfa","man.tic","man.ua","man.ph","acid","date.start","app.start","app.start.orig","app.end","app.end.orig","app.method","app.method2","app.method.orig","app.rate","tan.app","incorp","incorp.orig","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.orig","crop.z","crop.area","lai","notes.plot","flag.plot","app.date","meas.tech3"
205,344,1907,1911,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",978,1113,12,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","1",0.2,"AER7","1",NA,136,2021-08-20 10:51:00,2021-08-27 22:46:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,1.6028,0.022895,NA,7.0495,10.542,15.916,19.535,23.125,25.232,26.647,28.844,29.036,NA,7.0495,10.542,15.916,19.535,23.125,25.232,26.647,28.844,29.036,NA,0.1007,0.15059,0.22735,0.27904,0.33034,0.36043,0.38065,0.41202,0.41477,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.333,16.6,15.678,13.556,13.333,13.526,14.006,14.646,15.887,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,2,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 10:51:00,"20-08-2021 10:51",2021-08-20 10:51:00,"20-08-2021 10:51","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,344,1908,1912,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1114,1249,13,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","2",0.2,"AER25","1",NA,136,2021-08-20 10:59:00,2021-08-27 22:54:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.476,0.035369,NA,10.559,14.789,20.416,23.896,27.196,29.174,30.553,32.652,32.86,NA,10.559,14.789,20.416,23.896,27.196,29.174,30.553,32.652,32.86,NA,0.15084,0.21125,0.29163,0.34135,0.38849,0.41674,0.43643,0.46643,0.46939,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.333,16.6,15.678,13.556,13.333,13.567,14.032,14.654,15.894,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 10:59:00,"20-08-2021 10:59",2021-08-20 10:59:00,"20-08-2021 10:59","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,344,1909,1913,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1250,1385,14,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","4",0.2,"AER25","2",NA,136,2021-08-20 11:15:00,2021-08-27 23:10:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.4262,0.034657,NA,10.379,14.264,19.524,22.951,26.242,28.128,29.422,31.39,31.58,NA,10.379,14.264,19.524,22.951,26.242,28.128,29.422,31.39,31.58,NA,0.14826,0.20375,0.2789,0.32785,0.37486,0.4018,0.42029,0.4484,0.45111,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.133,16.45,15.467,13.494,13.3,13.543,14.001,14.616,15.852,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:15:00,"20-08-2021 11:15",2021-08-20 11:15:00,"20-08-2021 11:15","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,344,1910,1914,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1386,1521,15,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","5",0.2,"AER7","2",NA,136,2021-08-20 11:23:00,2021-08-27 23:18:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,1.2724,0.018175,NA,5.8402,8.5434,12.86,15.903,18.779,20.442,21.607,23.293,23.438,NA,5.8402,8.5434,12.86,15.903,18.779,20.442,21.607,23.293,23.438,NA,0.083426,0.12204,0.1837,0.22717,0.26825,0.29201,0.30865,0.33273,0.3348,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.133,16.45,15.467,13.494,13.3,13.543,14.001,14.616,15.852,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,2,NA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10794,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:23:00,"20-08-2021 11:23",2021-08-20 11:23:00,"20-08-2021 11:23","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,344,1911,1915,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1522,1657,16,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","6",0.2,"AER25","3",NA,136,2021-08-20 11:31:00,2021-08-27 23:26:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.3131,0.033041,NA,9.3898,13.095,18.785,22.791,26.768,28.984,30.487,32.754,32.979,NA,9.3898,13.095,18.785,22.791,26.768,28.984,30.487,32.754,32.979,NA,0.13413,0.18706,0.26834,0.32557,0.38237,0.41402,0.4355,0.46788,0.4711,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.233,16.35,15.244,13.472,13.322,13.504,13.972,14.599,15.836,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,2,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35619,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:31:00,"20-08-2021 11:31",2021-08-20 11:31:00,"20-08-2021 11:31","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,344,1912,1916,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1658,1793,17,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","8",0.2,"AER54","1",NA,136,2021-08-20 11:47:00,2021-08-27 23:42:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,2.6933,0.038473,NA,12.047,17.163,24.741,29.05,33.09,35.316,36.841,39.167,39.41,NA,12.047,17.163,24.741,29.05,33.09,35.316,36.841,39.167,39.41,NA,0.17209,0.24516,0.35341,0.41497,0.47268,0.50448,0.52626,0.55949,0.56296,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.233,16.35,15.244,13.472,13.322,13.53,14.001,14.614,15.854,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.77714,2,NA,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.77714,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:47:00,"20-08-2021 11:47",2021-08-20 11:47:00,"20-08-2021 11:47","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,344,1913,1917,3,"eGylle","21D",NA,"AU","DK","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220317_JP_21CD22A.xlsx",1794,1929,18,NA,NA,56.494,9.5606,"Flat","FoulumgårdD","9",0.2,"AER54","2",NA,136,2021-08-20 02:22:00,2021-08-27 23:50:00,1.33,1.33,1.33,1.33,180.88,"Wind tunnel","wt","Wind tunnel",NA,3.315,0.047353,NA,12.684,17.109,23.216,27.277,31.301,33.475,35.058,37.386,37.621,NA,12.684,17.109,23.216,27.277,31.301,33.475,35.058,37.386,37.621,NA,0.18118,0.2444,0.33163,0.38964,0.44713,0.47818,0.5008,0.53404,0.5374,9,24,65,NA,NA,NA,0.21,NA,NA,5.24,1.38,"Yes","No",NA,16.533,16.575,15.233,13.528,13.394,13.606,14.056,14.656,15.89,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.77714,2,NA,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.77714,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mix","Mix","Primarily cattle slurry, but also some pig slurry and silage",NA,"Slurry","Anaerobic digestion",NA,NA,NA,4.95,NA,2.8,1.95,0.3,NA,NA,7.9,FALSE,2021-08-20,2021-08-20 11:55:00,"20-08-2021 11:55",2021-08-20 11:55:00,"20-08-2021 11:55","bsth","bsth","Band spread or trailing hose",35.9,70.005,"none","None",NA,NA,NA,NA,NA,"stubble","Stubble",10,NA,NA,NA,"","2021-08-20","Wind tunnel NA"
205,345,1922,1926,3,"eGylle","21E",NA,"AU","NL","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220524_JP_21E_220610.xlsx",5,100,5,NA,NA,51.995,5.6474,"Flat","WUR","1",0.2,"30","1",NA,96,2021-11-09 09:38:00,2021-11-16 12:36:00,1.73,1.73,8.12,1.73,172.47,"Wind tunnel","wt","Wind tunnel",NA,0,0,NA,1.704,3.0263,5.8549,8.58,12.545,14.245,15.669,17.875,17.905,NA,1.704,3.0263,5.8549,8.58,12.545,14.245,15.669,17.875,17.905,NA,0.032833,0.05831,0.11281,0.16532,0.24172,0.27447,0.30191,0.34442,0.34499,16,NA,NA,3.5,NA,NA,0.49,NA,"wet",5.5,0.98,"Yes","No",NA,8.0429,8.8513,9.5808,6.6293,7.0585,7.2978,7.2683,7.4224,7.5875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle",NA,NA,"Slurry","None",NA,NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,FALSE,2021-11-09,2021-11-09 09:38:00,"09-11-2021 09:38",2021-11-09 09:38:00,"09-11-2021 09:38","os","os","Open slot injection",30,51.9,"none","None",NA,NA,25,NA,NA,"grass","Grass",7.6,NA,NA,".","m i","2021-11-09","Wind tunnel NA"
205,345,1923,1927,3,"eGylle","21E",NA,"AU","NL","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220524_JP_21E_220610.xlsx",101,194,12,NA,NA,51.995,5.6474,"Flat","WUR","10",0.2,"20","3",NA,94,2021-11-09 10:50:00,2021-11-16 12:04:00,1.73,1.73,9.83,1.73,170.72,"Wind tunnel","wt","Wind tunnel",NA,0.36931,0.010674,NA,1.9956,2.9896,5.1007,7.634,9.8227,10.59,11.237,12.25,12.258,NA,1.9956,2.9896,5.1007,7.634,9.8227,10.59,11.237,12.25,12.258,NA,0.057678,0.086405,0.14742,0.22063,0.28389,0.30607,0.32476,0.35403,0.35426,16,NA,NA,3.5,NA,NA,0.49,NA,"wet",5.5,0.98,"Yes","No",NA,9.816,10.121,9.9211,8.3373,7.9549,7.8608,7.7836,7.6779,7.7963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle",NA,NA,"Slurry","None",NA,NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,FALSE,2021-11-09,2021-11-09 10:50:00,"09-11-2021 10:50",2021-11-09 10:50:00,"09-11-2021 10:50","os","os","Open slot injection",20,34.6,"none","None",NA,NA,25,NA,NA,"grass","Grass",14.6,NA,NA,NA,"m i","2021-11-09","Wind tunnel NA"
205,345,1924,1928,3,"eGylle","21E",NA,"AU","NL","Pedersen, Johanna","../../data-submitted/03/AU/ALFAM2_template_6_1_220524_JP_21E_220610.xlsx",195,288,13,NA,NA,51.995,5.6474,"Flat","WUR","12",0.2,"30","3",NA,94,2021-11-09 11:06:00,2021-11-16 12:20:00,1.73,1.73,9.83,1.73,170.72,"Wind tunnel","wt","Wind tunnel",NA,0.2564,0.0049403,NA,1.9697,3.1127,5.8597,9.3941,13.092,14.721,16.021,17.932,17.947,NA,1.9697,3.1127,5.8597,9.3941,13.092,14.721,16.021,17.932,17.947,NA,0.037952,0.059976,0.1129,0.181,0.25226,0.28363,0.30868,0.34552,0.34579,16,NA,NA,3.5,NA,NA,0.49,NA,"wet",5.5,0.98,"Yes","No",NA,9.8768,10.162,9.7768,8.5798,8.1214,7.9591,7.8789,7.7245,7.8429,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat","Cattle",NA,NA,"Slurry","None",NA,NA,NA,6.78,NA,3.48,1.73,NA,NA,NA,7.7,FALSE,2021-11-09,2021-11-09 11:06:00,"09-11-2021 11:06",2021-11-09 11:06:00,"09-11-2021 11:06","os","os","Open slot injection",30,51.9,"none","None",NA,NA,25,NA,NA,"grass","Grass",15.6,NA,NA,NA,"m i","2021-11-09","Wind tunnel NA"
